"","성별","연도","교육","직종","지역","월급","나이","연령대"
"6715","여",1964,7,521,6,NA,57,"노년"
"6716","여",1993,7,NA,6,NA,28,"초년"
"6717","남",1994,7,245,6,208,27,"초년"
"6718","남",1970,5,792,6,NA,51,"노년"
"6719","여",1972,5,521,6,140,49,"중년"
"6720","남",2002,5,NA,6,NA,19,"초년"
"6721","남",2004,4,NA,6,NA,17,"초년"
"6722","남",1975,6,1001,1,458,46,"중년"
"6723","여",1978,6,521,1,500,43,"중년"
"6724","여",1975,7,NA,6,NA,46,"중년"
"6725","여",2002,5,NA,6,NA,19,"초년"
"6726","여",1940,3,NA,6,NA,81,"노년"
"6727","여",1971,6,247,6,227,50,"중년"
"6728","여",2004,4,NA,6,NA,17,"초년"
"6729","여",1934,4,NA,6,NA,87,"노년"
"6730","남",1938,4,999,6,27,83,"노년"
"6731","여",1940,3,952,6,27,81,"노년"
"6732","남",1976,6,862,6,332,45,"중년"
"6733","여",1979,6,521,6,NA,42,"중년"
"6734","여",2001,5,NA,6,NA,20,"초년"
"6735","여",2004,4,NA,6,NA,17,"초년"
"6736","남",2005,4,NA,6,NA,16,"초년"
"6737","남",1980,6,1002,6,433,41,"중년"
"6738","여",1982,6,NA,6,NA,39,"중년"
"6739","여",2007,3,NA,6,NA,14,"초년"
"6740","남",1981,6,1002,6,435,40,"중년"
"6741","여",1979,5,246,6,194,42,"중년"
"6742","여",2005,4,NA,6,NA,16,"초년"
"6743","여",2007,3,NA,6,NA,14,"초년"
"6744","여",2010,3,NA,6,NA,11,"초년"
"6745","남",1974,6,1002,6,529,47,"중년"
"6746","여",1976,6,247,6,272,45,"중년"
"6747","여",2003,5,NA,6,NA,18,"초년"
"6748","여",2012,3,NA,6,NA,9,"초년"
"6749","남",1983,6,1002,6,437,38,"중년"
"6750","여",1986,5,139,6,NA,35,"중년"
"6751","남",2005,4,NA,6,NA,16,"초년"
"6752","여",2012,3,NA,6,NA,9,"초년"
"6753","남",2013,1,NA,6,NA,8,"초년"
"6754","남",1974,8,311,3,751,47,"중년"
"6755","여",1974,7,259,3,235,47,"중년"
"6756","남",2001,5,NA,3,NA,20,"초년"
"6757","여",2005,4,NA,3,NA,16,"초년"
"6758","남",1982,6,1002,6,487,39,"중년"
"6759","여",1982,5,399,6,70,39,"중년"
"6760","여",2004,4,NA,6,NA,17,"초년"
"6761","여",2006,4,NA,6,NA,15,"초년"
"6762","남",1978,5,999,3,272,43,"중년"
"6763","여",1978,5,NA,3,NA,43,"중년"
"6764","남",2006,4,NA,3,NA,15,"초년"
"6765","여",2010,3,NA,3,NA,11,"초년"
"6766","남",1980,7,1002,5,496,41,"중년"
"6767","여",1981,6,NA,5,NA,40,"중년"
"6768","남",2008,3,NA,5,NA,13,"초년"
"6769","여",2012,3,NA,5,NA,9,"초년"
"6770","남",1971,6,1002,2,541,50,"중년"
"6771","여",1978,6,NA,2,NA,43,"중년"
"6772","남",2007,3,NA,2,NA,14,"초년"
"6773","남",2009,3,NA,2,NA,12,"초년"
"6774","남",2011,3,NA,2,NA,10,"초년"
"6775","남",2014,1,NA,2,NA,7,"초년"
"6776","남",1970,5,1002,6,704,51,"노년"
"6777","여",1975,5,286,6,500,46,"중년"
"6778","여",2010,3,NA,6,NA,11,"초년"
"6779","남",1980,7,1002,6,477,41,"중년"
"6780","여",1980,6,NA,6,NA,41,"중년"
"6781","남",2002,5,NA,6,NA,19,"초년"
"6782","여",2003,5,NA,6,NA,18,"초년"
"6783","남",1954,5,613,6,NA,67,"노년"
"6784","여",1962,5,611,6,NA,59,"노년"
"6785","남",1984,8,312,1,383,37,"중년"
"6786","남",1958,3,761,6,345,63,"노년"
"6787","여",1960,3,941,6,138,61,"노년"
"6788","남",1938,3,611,6,NA,83,"노년"
"6789","여",1939,3,611,6,NA,82,"노년"
"6790","남",1952,4,NA,6,NA,69,"노년"
"6791","여",1954,3,NA,6,NA,67,"노년"
"6792","남",1982,6,761,6,467,39,"중년"
"6793","여",1981,5,532,6,200,40,"중년"
"6794","남",2008,3,NA,6,NA,13,"초년"
"6795","여",2012,3,NA,6,NA,9,"초년"
"6796","남",1956,4,421,2,150,65,"노년"
"6797","여",1959,4,941,2,150,62,"노년"
"6798","여",1992,5,NA,2,NA,29,"초년"
"6799","남",1943,3,611,6,NA,78,"노년"
"6800","여",1946,3,611,6,NA,75,"노년"
"6801","여",1948,3,NA,6,NA,73,"노년"
"6802","남",1955,3,422,6,NA,66,"노년"
"6803","여",1956,3,941,6,165,65,"노년"
"6804","남",1947,3,611,6,NA,74,"노년"
"6805","여",1957,3,951,6,NA,64,"노년"
"6806","여",1944,4,NA,2,NA,77,"노년"
"6807","여",1941,2,952,6,30,80,"노년"
"6808","남",1947,3,611,6,NA,74,"노년"
"6809","여",1956,3,NA,6,NA,65,"노년"
"6810","남",2003,5,NA,6,NA,18,"초년"
"6811","여",2004,4,NA,6,NA,17,"초년"
"6812","남",1974,5,941,6,NA,47,"중년"
"6813","여",1942,3,611,6,NA,79,"노년"
"6814","남",1967,5,751,6,360,54,"노년"
"6815","여",1968,5,930,6,260,53,"노년"
"6816","남",1995,7,NA,6,NA,26,"초년"
"6817","여",1992,8,312,1,233,29,"초년"
"6818","남",1944,8,NA,6,NA,77,"노년"
"6819","여",1948,4,611,6,NA,73,"노년"
"6820","남",1937,2,611,6,NA,84,"노년"
"6821","여",1938,2,611,6,NA,83,"노년"
"6822","여",1926,2,NA,6,NA,95,"노년"
"6823","남",1954,5,611,6,NA,67,"노년"
"6824","여",1957,4,611,6,NA,64,"노년"
"6825","남",1945,3,942,6,83,76,"노년"
"6826","여",1950,3,611,6,NA,71,"노년"
"6827","남",1972,5,783,6,NA,49,"중년"
"6828","여",2007,3,NA,6,NA,14,"초년"
"6829","남",2010,3,NA,6,NA,11,"초년"
"6830","남",1999,6,NA,6,NA,22,"초년"
"6831","여",2001,5,NA,6,NA,20,"초년"
"6832","여",1934,2,NA,6,NA,87,"노년"
"6833","남",1964,5,611,6,NA,57,"노년"
"6834","여",1936,3,611,6,NA,85,"노년"
"6835","여",1952,2,612,6,198,69,"노년"
"6836","남",1963,7,149,6,200,58,"노년"
"6837","여",1970,6,151,6,NA,51,"노년"
"6838","여",1996,7,NA,6,NA,25,"초년"
"6839","남",1947,4,NA,6,NA,74,"노년"
"6840","여",1956,4,NA,6,NA,65,"노년"
"6841","여",1922,2,NA,6,NA,99,"노년"
"6842","여",1942,3,NA,6,NA,79,"노년"
"6843","남",1954,5,313,6,168,67,"노년"
"6844","여",1957,3,NA,6,NA,64,"노년"
"6845","남",1991,6,399,6,255,30,"중년"
"6846","남",1964,5,873,6,NA,57,"노년"
"6847","여",1967,6,247,6,296,54,"노년"
"6848","여",2002,5,NA,6,NA,19,"초년"
"6849","남",1962,7,252,6,813,59,"노년"
"6850","여",1963,7,252,6,841,58,"노년"
"6851","남",1993,7,NA,6,NA,28,"초년"
"6852","여",1990,7,252,1,315,31,"중년"
"6853","남",1946,5,873,6,NA,75,"노년"
"6854","여",1943,5,611,6,NA,78,"노년"
"6855","여",1940,2,429,6,27,81,"노년"
"6856","남",1942,5,NA,6,NA,79,"노년"
"6857","여",1944,3,NA,6,NA,77,"노년"
"6858","남",1979,7,783,6,NA,42,"중년"
"6859","여",1980,6,243,6,343,41,"중년"
"6860","남",2008,3,NA,6,NA,13,"초년"
"6861","여",2010,3,NA,6,NA,11,"초년"
"6862","여",1939,3,NA,6,NA,82,"노년"
"6863","여",2000,7,NA,6,NA,21,"초년"
"6864","남",1970,5,854,6,300,51,"노년"
"6865","남",1932,5,NA,6,NA,89,"노년"
"6866","남",1939,3,611,6,NA,82,"노년"
"6867","여",1944,3,941,6,27,77,"노년"
"6868","여",1939,3,NA,6,NA,82,"노년"
"6869","여",1949,3,941,6,27,72,"노년"
"6870","여",1940,3,NA,6,NA,81,"노년"
"6871","남",1938,3,611,6,NA,83,"노년"
"6872","여",1938,2,941,6,27,83,"노년"
"6873","여",1946,3,NA,6,NA,75,"노년"
"6874","남",1964,5,311,6,640,57,"노년"
"6875","여",1968,8,320,6,800,53,"노년"
"6876","여",2002,5,NA,6,NA,19,"초년"
"6877","여",2004,4,NA,6,NA,17,"초년"
"6878","남",1957,5,421,6,180,64,"노년"
"6879","여",1958,4,421,6,210,63,"노년"
"6880","남",1989,7,314,6,215,32,"중년"
"6881","여",1992,5,521,6,180,29,"초년"
"6882","남",1973,6,311,6,563,48,"중년"
"6883","여",1975,5,314,6,195,46,"중년"
"6884","여",1998,7,NA,6,NA,23,"초년"
"6885","남",1999,6,NA,6,NA,22,"초년"
"6886","남",1974,6,313,6,233,47,"중년"
"6887","여",1990,5,442,6,70,31,"중년"
"6888","남",2016,1,NA,6,NA,5,"초년"
"6889","여",2018,1,NA,6,NA,3,"초년"
"6890","남",1968,5,761,6,NA,53,"노년"
"6891","여",1972,7,521,6,200,49,"중년"
"6892","남",2004,4,NA,6,NA,17,"초년"
"6893","남",2006,4,NA,6,NA,15,"초년"
"6894","여",1949,4,952,6,27,72,"노년"
"6895","남",1997,7,NA,6,NA,24,"초년"
"6896","여",1932,3,NA,6,NA,89,"노년"
"6897","남",1967,5,782,6,206,54,"노년"
"6898","여",1964,5,NA,6,NA,57,"노년"
"6899","남",1932,4,NA,6,NA,89,"노년"
"6900","여",1933,3,NA,6,NA,88,"노년"
"6901","남",1939,2,NA,6,NA,82,"노년"
"6902","여",1947,3,NA,6,NA,74,"노년"
"6903","남",1967,5,762,6,NA,54,"노년"
"6904","남",1962,5,910,6,NA,59,"노년"
"6905","여",1967,5,NA,6,NA,54,"노년"
"6906","여",1994,6,442,6,168,27,"초년"
"6907","남",1997,6,NA,6,NA,24,"초년"
"6908","여",1995,6,283,6,249,26,"초년"
"6909","여",1946,2,NA,6,NA,75,"노년"
"6910","남",1933,5,611,6,NA,88,"노년"
"6911","여",1937,3,611,6,NA,84,"노년"
"6912","여",1946,3,999,6,NA,75,"노년"
"6913","남",1957,4,149,6,NA,64,"노년"
"6914","여",1968,4,999,6,200,53,"노년"
"6915","남",1993,6,NA,6,NA,28,"초년"
"6916","여",1953,3,611,6,NA,68,"노년"
"6917","여",1931,2,941,6,27,90,"노년"
"6918","남",1934,4,941,6,27,87,"노년"
"6919","여",1934,3,NA,6,NA,87,"노년"
"6920","여",1931,3,NA,6,NA,90,"노년"
"6921","여",1930,3,NA,6,NA,91,"노년"
"6922","남",1934,3,NA,6,NA,87,"노년"
"6923","남",1933,3,NA,6,NA,88,"노년"
"6924","여",1936,2,NA,6,NA,85,"노년"
"6925","여",1935,2,941,6,27,86,"노년"
"6926","남",1930,4,NA,6,NA,91,"노년"
"6927","남",1952,4,NA,6,NA,69,"노년"
"6928","여",1958,4,441,6,NA,63,"노년"
"6929","남",1982,7,922,6,281,39,"중년"
"6930","여",1986,6,NA,6,NA,35,"중년"
"6931","여",2011,3,NA,6,NA,10,"초년"
"6932","여",2013,1,NA,6,NA,8,"초년"
"6933","남",2017,1,NA,6,NA,4,"초년"
"6934","여",1951,3,941,6,60,70,"노년"
"6935","남",1958,3,NA,2,NA,63,"노년"
"6936","여",1959,4,952,2,189,62,"노년"
"6937","여",1978,5,855,2,270,43,"중년"
"6938","여",2010,3,NA,2,NA,11,"초년"
"6939","남",2014,1,NA,2,NA,7,"초년"
"6940","남",1950,3,611,6,NA,71,"노년"
"6941","여",1957,4,941,6,186,64,"노년"
"6942","남",1989,7,910,6,313,32,"중년"
"6943","남",1952,5,NA,6,NA,69,"노년"
"6944","남",1992,7,314,6,268,29,"초년"
"6945","남",1962,4,991,6,138,59,"노년"
"6946","여",1962,5,441,6,NA,59,"노년"
"6947","여",1992,6,243,6,200,29,"초년"
"6948","남",1940,3,611,6,NA,81,"노년"
"6949","여",1950,3,611,6,NA,71,"노년"
"6950","남",1943,5,521,6,NA,78,"노년"
"6951","여",1948,4,710,6,191,73,"노년"
"6952","남",1976,8,NA,6,NA,45,"중년"
"6953","여",1942,2,NA,6,NA,79,"노년"
"6954","여",1928,3,999,6,27,93,"노년"
"6955","여",1955,5,521,6,NA,66,"노년"
"6956","여",1937,2,NA,6,NA,84,"노년"
"6957","여",1935,3,941,6,27,86,"노년"
"6958","남",1957,3,422,6,130,64,"노년"
"6959","여",1987,5,999,6,48,34,"중년"
"6960","남",1931,4,NA,6,NA,90,"노년"
"6961","여",1935,3,NA,6,NA,86,"노년"
"6962","남",1970,5,153,6,270,51,"노년"
"6963","여",1980,5,NA,6,NA,41,"중년"
"6964","남",2005,4,NA,6,NA,16,"초년"
"6965","여",2007,3,NA,6,NA,14,"초년"
"6966","남",1975,6,152,6,NA,46,"중년"
"6967","여",1975,6,313,6,233,46,"중년"
"6968","남",2003,5,NA,6,NA,18,"초년"
"6969","여",1969,7,311,2,622,52,"노년"
"6970","남",1997,5,NA,2,NA,24,"초년"
"6971","남",1999,6,NA,2,NA,22,"초년"
"6972","남",1961,5,139,6,305,60,"노년"
"6973","여",1965,5,421,6,200,56,"노년"
"6974","남",1994,6,799,6,295,27,"초년"
"6975","여",1991,7,1002,2,210,30,"중년"
"6976","남",1987,7,1002,2,460,34,"중년"
"6977","여",1942,4,NA,6,NA,79,"노년"
"6978","여",1919,2,NA,6,NA,102,"노년"
"6979","남",1960,6,942,6,217,61,"노년"
"6980","여",1962,5,941,6,208,59,"노년"
"6981","남",1995,5,313,6,460,26,"초년"
"6982","여",1952,3,421,6,199,69,"노년"
"6983","남",1965,5,743,6,253,56,"노년"
"6984","여",1969,5,399,6,208,52,"노년"
"6985","남",1993,6,312,6,367,28,"초년"
"6986","남",1995,6,312,6,342,26,"초년"
"6987","남",1943,3,611,6,NA,78,"노년"
"6988","여",1950,3,NA,6,NA,71,"노년"
"6989","남",1948,4,791,6,NA,73,"노년"
"6990","여",1950,3,611,6,NA,71,"노년"
"6991","여",1976,7,254,6,200,45,"중년"
"6992","남",1976,7,312,6,505,45,"중년"
"6993","남",2006,4,NA,6,NA,15,"초년"
"6994","남",2010,3,NA,6,NA,11,"초년"
"6995","남",1978,7,312,6,577,43,"중년"
"6996","여",1980,7,312,6,230,41,"중년"
"6997","여",2015,1,NA,6,NA,6,"초년"
"6998","남",1941,5,NA,6,NA,80,"노년"
"6999","여",1943,4,NA,6,NA,78,"노년"
"7000","남",1949,3,521,6,NA,72,"노년"
"7001","여",1955,3,521,6,NA,66,"노년"
"7002","남",1981,7,399,2,300,40,"중년"
"7003","여",1982,7,399,2,317,39,"중년"
"7004","여",2017,1,NA,2,NA,4,"초년"
"7005","남",1962,5,875,6,NA,59,"노년"
"7006","여",1968,5,NA,6,NA,53,"노년"
"7007","남",2000,7,NA,6,NA,21,"초년"
"7008","남",1969,6,149,6,373,52,"노년"
"7009","여",1968,5,441,6,160,53,"노년"
"7010","남",2000,5,NA,6,NA,21,"초년"
"7011","남",2002,5,NA,6,NA,19,"초년"
"7012","남",1973,5,312,6,247,48,"중년"
"7013","남",1970,7,921,6,250,51,"노년"
"7014","여",1970,5,930,6,185,51,"노년"
"7015","여",1998,6,442,6,NA,23,"초년"
"7016","남",2001,5,NA,6,NA,20,"초년"
"7017","남",2006,4,NA,6,NA,15,"초년"
"7018","남",1963,4,873,6,180,58,"노년"
"7019","여",1967,4,441,6,281,54,"노년"
"7020","남",1986,6,NA,6,NA,35,"중년"
"7021","여",1989,5,NA,6,NA,32,"중년"
"7022","여",1940,3,NA,5,NA,81,"노년"
"7023","여",1964,7,NA,5,NA,57,"노년"
"7024","남",1964,8,248,5,295,57,"노년"
"7025","남",1994,7,NA,5,NA,27,"초년"
"7026","남",1971,5,941,6,NA,50,"중년"
"7027","여",1978,5,NA,6,NA,43,"중년"
"7028","남",2004,4,NA,6,NA,17,"초년"
"7029","남",2005,4,NA,6,NA,16,"초년"
"7030","남",2016,1,NA,6,NA,5,"초년"
"7031","남",1973,7,521,6,NA,48,"중년"
"7032","여",1976,6,313,6,NA,45,"중년"
"7033","남",2001,7,521,6,60,20,"초년"
"7034","남",2007,3,NA,6,NA,14,"초년"
"7035","남",1934,4,NA,6,NA,87,"노년"
"7036","남",1969,5,NA,6,NA,52,"노년"
"7037","남",1966,7,910,6,361,55,"노년"
"7038","여",1962,5,992,6,230,59,"노년"
"7039","남",1988,6,510,6,583,33,"중년"
"7040","여",1991,8,311,6,50,30,"중년"
"7041","남",1945,4,941,6,27,76,"노년"
"7042","여",1949,4,NA,6,NA,72,"노년"
"7043","여",1941,2,NA,6,NA,80,"노년"
"7044","남",1968,5,782,6,410,53,"노년"
"7045","여",1968,5,521,6,141,53,"노년"
"7046","남",1996,6,442,6,100,25,"초년"
"7047","여",1994,7,285,1,204,27,"초년"
"7048","남",1973,4,286,6,130,48,"중년"
"7049","여",1979,4,NA,6,NA,42,"중년"
"7050","여",1999,5,930,6,97,22,"초년"
"7051","여",2004,4,NA,6,NA,17,"초년"
"7052","남",2006,4,NA,6,NA,15,"초년"
"7053","남",1955,6,611,6,NA,66,"노년"
"7054","여",1959,4,611,6,NA,62,"노년"
"7055","남",1995,7,NA,6,NA,26,"초년"
"7056","남",1981,7,411,2,507,40,"중년"
"7057","여",1981,5,399,2,NA,40,"중년"
"7058","여",2012,3,NA,2,NA,9,"초년"
"7059","여",2016,1,NA,2,NA,5,"초년"
"7060","남",1973,5,921,6,325,48,"중년"
"7061","여",1980,6,NA,6,NA,41,"중년"
"7062","여",2005,4,NA,6,NA,16,"초년"
"7063","남",2011,3,NA,6,NA,10,"초년"
"7064","남",1957,7,274,6,100,64,"노년"
"7065","여",1962,5,NA,6,NA,59,"노년"
"7066","남",1986,8,247,1,330,35,"중년"
"7067","남",1966,3,NA,6,NA,55,"노년"
"7068","남",2001,5,930,6,NA,20,"초년"
"7069","남",2007,3,NA,6,NA,14,"초년"
"7070","여",1977,5,992,6,440,44,"중년"
"7071","여",2001,5,NA,6,NA,20,"초년"
"7072","남",1964,5,992,6,521,57,"노년"
"7073","남",2009,3,NA,6,NA,12,"초년"
"7074","남",1969,5,311,6,718,52,"노년"
"7075","여",1973,7,311,6,573,48,"중년"
"7076","남",2001,5,NA,6,NA,20,"초년"
"7077","남",1935,3,NA,6,NA,86,"노년"
"7078","여",1938,3,NA,6,NA,83,"노년"
"7079","남",1967,5,841,6,NA,54,"노년"
"7080","여",1971,5,841,6,NA,50,"중년"
"7081","여",1993,6,247,6,261,28,"초년"
"7082","남",1995,6,841,6,NA,26,"초년"
"7083","남",2006,4,NA,6,NA,15,"초년"
"7084","여",1968,5,313,6,160,53,"노년"
"7085","여",1994,7,312,6,238,27,"초년"
"7086","여",1943,3,NA,6,NA,78,"노년"
"7087","남",1950,5,611,6,NA,71,"노년"
"7088","여",1953,4,611,6,NA,68,"노년"
"7089","여",1959,5,421,6,69,62,"노년"
"7090","남",1940,3,NA,6,NA,81,"노년"
"7091","여",1941,3,NA,6,NA,80,"노년"
"7092","남",1997,6,NA,6,NA,24,"초년"
"7093","여",1960,7,710,6,100,61,"노년"
"7094","남",1969,6,152,5,422,52,"노년"
"7095","여",1971,5,442,5,130,50,"중년"
"7096","남",1999,7,442,5,121,22,"초년"
"7097","여",2003,5,NA,5,NA,18,"초년"
"7098","남",1971,5,772,6,NA,50,"중년"
"7099","여",1972,5,NA,6,NA,49,"중년"
"7100","여",1995,7,312,6,220,26,"초년"
"7101","여",1987,6,812,6,252,34,"중년"
"7102","남",1990,6,854,6,433,31,"중년"
"7103","남",1946,5,429,6,NA,75,"노년"
"7104","여",1949,5,NA,6,NA,72,"노년"
"7105","남",1978,6,999,6,264,43,"중년"
"7106","여",1978,6,NA,6,NA,43,"중년"
"7107","남",2004,4,NA,6,NA,17,"초년"
"7108","여",2007,3,NA,6,NA,14,"초년"
"7109","여",1959,4,NA,6,NA,62,"노년"
"7110","여",1938,3,NA,6,NA,83,"노년"
"7111","남",1965,5,873,6,NA,56,"노년"
"7112","여",1968,5,521,6,100,53,"노년"
"7113","여",1993,7,NA,6,NA,28,"초년"
"7114","여",1997,6,422,6,60,24,"초년"
"7115","여",1951,4,NA,6,NA,70,"노년"
"7116","남",1940,4,941,6,76,81,"노년"
"7117","남",1968,5,941,6,300,53,"노년"
"7118","남",1939,3,NA,6,NA,82,"노년"
"7119","여",1944,4,NA,6,NA,77,"노년"
"7120","남",1978,8,248,2,295,43,"중년"
"7121","여",1979,6,NA,2,NA,42,"중년"
"7122","남",2012,3,NA,2,NA,9,"초년"
"7123","남",2013,1,NA,2,NA,8,"초년"
"7124","여",2017,1,NA,2,NA,4,"초년"
"7125","남",1961,5,141,6,1250,60,"노년"
"7126","여",1967,6,NA,6,NA,54,"노년"
"7127","남",2004,4,NA,6,NA,17,"초년"
"7128","남",1991,9,231,2,180,30,"중년"
"7129","여",1987,6,431,2,88,34,"중년"
"7130","여",1934,2,NA,6,NA,87,"노년"
"7131","남",1946,5,NA,6,NA,75,"노년"
"7132","여",1950,5,NA,6,NA,71,"노년"
"7133","남",1979,7,510,1,480,42,"중년"
"7134","여",1981,7,313,1,100,40,"중년"
"7135","남",2012,3,NA,1,NA,9,"초년"
"7136","남",2014,1,NA,1,NA,7,"초년"
"7137","남",1936,5,NA,2,NA,85,"노년"
"7138","여",1935,4,NA,2,NA,86,"노년"
"7139","여",1961,7,271,2,342,60,"노년"
"7140","남",1962,5,942,6,251,59,"노년"
"7141","여",1968,5,NA,6,NA,53,"노년"
"7142","남",1966,5,611,6,NA,55,"노년"
"7143","여",1934,3,NA,6,NA,87,"노년"
"7144","남",1997,5,864,5,302,24,"초년"
"7145","남",1965,6,942,6,280,56,"노년"
"7146","여",1966,5,521,6,200,55,"노년"
"7147","남",1992,7,NA,6,NA,29,"초년"
"7148","남",1937,5,NA,6,NA,84,"노년"
"7149","여",1943,4,NA,6,NA,78,"노년"
"7150","남",1960,5,611,6,NA,61,"노년"
"7151","여",1962,5,NA,6,NA,59,"노년"
"7152","여",1987,7,313,6,286,34,"중년"
"7153","여",1990,9,211,6,322,31,"중년"
"7154","남",1960,5,141,6,453,61,"노년"
"7155","여",1995,7,NA,6,NA,26,"초년"
"7156","여",1997,6,422,6,NA,24,"초년"
"7157","여",1931,3,NA,6,NA,90,"노년"
"7158","여",1972,7,510,6,250,49,"중년"
"7159","남",1956,8,NA,6,NA,65,"노년"
"7160","남",1988,7,392,6,350,33,"중년"
"7161","여",1989,6,244,6,NA,32,"중년"
"7162","남",2018,1,NA,6,NA,3,"초년"
"7163","남",1959,5,274,6,NA,62,"노년"
"7164","여",1962,6,421,6,245,59,"노년"
"7165","여",1931,3,NA,6,NA,90,"노년"
"7166","남",1934,3,NA,6,NA,87,"노년"
"7167","여",1953,3,NA,6,NA,68,"노년"
"7168","남",1995,7,399,6,50,26,"초년"
"7169","여",1999,7,NA,6,NA,22,"초년"
"7170","남",1955,4,730,6,NA,66,"노년"
"7171","여",1962,4,NA,6,NA,59,"노년"
"7172","남",1976,7,761,6,400,45,"중년"
"7173","여",1979,7,930,6,190,42,"중년"
"7174","남",2012,3,NA,6,NA,9,"초년"
"7175","남",1945,4,NA,6,NA,76,"노년"
"7176","여",1955,3,941,6,190,66,"노년"
"7177","남",1935,3,NA,6,NA,86,"노년"
"7178","여",1937,3,NA,6,NA,84,"노년"
"7179","남",1944,3,942,6,97,77,"노년"
"7180","여",1945,2,NA,6,NA,76,"노년"
"7181","여",1934,2,NA,6,NA,87,"노년"
"7182","여",1934,2,NA,6,NA,87,"노년"
"7183","남",1956,4,NA,6,NA,65,"노년"
"7184","여",1931,2,NA,6,NA,90,"노년"
"7185","여",1936,2,611,6,NA,85,"노년"
"7186","남",1940,3,611,6,NA,81,"노년"
"7187","여",1942,3,611,6,NA,79,"노년"
"7188","남",1957,3,611,6,NA,64,"노년"
"7189","여",1957,4,611,6,NA,64,"노년"
"7190","남",1966,3,873,6,NA,55,"노년"
"7191","남",2002,5,NA,6,NA,19,"초년"
"7192","남",2003,5,NA,6,NA,18,"초년"
"7193","여",1943,3,611,6,NA,78,"노년"
"7194","남",1955,5,611,6,NA,66,"노년"
"7195","여",1958,5,611,6,NA,63,"노년"
"7196","남",1987,6,NA,6,NA,34,"중년"
"7197","남",1944,3,NA,6,NA,77,"노년"
"7198","여",1950,3,611,6,NA,71,"노년"
"7199","남",1979,3,611,6,NA,42,"중년"
"7200","남",1968,7,312,7,600,53,"노년"
"7201","여",1973,7,442,7,NA,48,"중년"
"7202","남",2002,5,NA,7,NA,19,"초년"
"7203","여",1936,2,611,6,NA,85,"노년"
"7204","여",1935,3,611,6,NA,86,"노년"
"7205","남",1969,4,922,6,130,52,"노년"
"7206","남",1942,4,991,6,NA,79,"노년"
"7207","여",1944,4,991,6,NA,77,"노년"
"7208","남",1938,3,611,6,NA,83,"노년"
"7209","여",1938,2,611,6,NA,83,"노년"
"7210","남",1974,3,611,6,NA,47,"중년"
"7211","여",1956,4,248,6,NA,65,"노년"
"7212","여",1933,3,NA,6,NA,88,"노년"
"7213","남",1993,7,252,6,358,28,"초년"
"7214","남",1946,5,611,6,NA,75,"노년"
"7215","여",1948,3,611,6,NA,73,"노년"
"7216","남",1979,6,753,6,348,42,"중년"
"7217","여",1983,6,245,6,291,38,"중년"
"7218","남",2011,3,NA,6,NA,10,"초년"
"7219","여",2014,1,NA,6,NA,7,"초년"
"7220","남",1950,5,NA,6,NA,71,"노년"
"7221","여",1955,4,NA,6,NA,66,"노년"
"7222","여",1931,3,NA,6,NA,90,"노년"
"7223","남",1965,5,274,6,NA,56,"노년"
"7224","여",1987,8,312,1,473,34,"중년"
"7225","남",1990,7,NA,6,NA,31,"중년"
"7226","여",1943,3,NA,6,NA,78,"노년"
"7227","여",1942,2,NA,6,NA,79,"노년"
"7228","여",1937,3,611,6,NA,84,"노년"
"7229","여",1950,3,NA,6,NA,71,"노년"
"7230","남",1969,5,930,6,274,52,"노년"
"7231","여",1935,3,611,6,NA,86,"노년"
"7232","남",1948,5,NA,6,NA,73,"노년"
"7233","여",1952,3,521,6,NA,69,"노년"
"7234","남",1941,4,611,6,NA,80,"노년"
"7235","여",1949,4,NA,6,NA,72,"노년"
"7236","여",1936,3,NA,6,NA,85,"노년"
"7237","남",1963,5,873,6,NA,58,"노년"
"7238","여",1963,5,NA,6,NA,58,"노년"
"7239","남",1988,6,864,6,487,33,"중년"
"7240","여",1988,5,NA,6,NA,33,"중년"
"7241","남",2008,3,NA,6,NA,13,"초년"
"7242","남",2010,3,NA,6,NA,11,"초년"
"7243","남",2015,1,NA,6,NA,6,"초년"
"7244","남",1990,6,730,2,267,31,"중년"
"7245","여",1989,5,930,2,208,32,"중년"
"7246","남",1958,5,941,6,116,63,"노년"
"7247","여",1962,5,951,6,NA,59,"노년"
"7248","남",1994,7,NA,6,NA,27,"초년"
"7249","남",1960,6,311,6,554,61,"노년"
"7250","여",1963,5,521,6,200,58,"노년"
"7251","남",1990,7,312,2,369,31,"중년"
"7252","남",1970,7,811,6,268,51,"노년"
"7253","여",1971,7,314,6,190,50,"중년"
"7254","여",2001,5,NA,6,NA,20,"초년"
"7255","여",2004,4,NA,6,NA,17,"초년"
"7256","남",1960,6,999,6,264,61,"노년"
"7257","여",1993,7,NA,6,NA,28,"초년"
"7258","여",1995,7,NA,6,NA,26,"초년"
"7259","여",1941,2,NA,2,NA,80,"노년"
"7260","남",1958,4,921,6,332,63,"노년"
"7261","여",1968,5,521,6,172,53,"노년"
"7262","남",1937,4,NA,6,NA,84,"노년"
"7263","여",1937,3,NA,6,NA,84,"노년"
"7264","여",1953,2,611,6,NA,68,"노년"
"7265","남",1958,4,910,4,NA,63,"노년"
"7266","여",1955,3,521,4,NA,66,"노년"
"7267","여",1958,2,NA,4,NA,63,"노년"
"7268","남",1962,5,875,6,NA,59,"노년"
"7269","여",1963,6,314,6,177,58,"노년"
