"","성별","연도","교육","직종","지역","월급","나이","연령대"
"4373","남",1948,5,429,5,175,73,"노년"
"4374","여",1953,4,951,5,40,68,"노년"
"4375","여",1938,5,953,5,NA,83,"노년"
"4376","남",1973,7,312,5,458,48,"중년"
"4377","여",1974,7,247,5,186,47,"중년"
"4378","남",2001,5,NA,5,NA,20,"초년"
"4379","여",2002,5,NA,5,NA,19,"초년"
"4380","남",1971,7,312,5,500,50,"중년"
"4381","여",1970,6,313,5,200,51,"노년"
"4382","여",1998,7,NA,5,NA,23,"초년"
"4383","남",1959,8,259,5,80,62,"노년"
"4384","여",1964,8,247,5,245,57,"노년"
"4385","여",1999,7,421,5,56,22,"초년"
"4386","여",1992,7,253,6,344,29,"초년"
"4387","남",1953,7,NA,5,NA,68,"노년"
"4388","여",1956,5,951,5,40,65,"노년"
"4389","여",1983,6,311,5,366,38,"중년"
"4390","남",1980,6,311,5,484,41,"중년"
"4391","남",2011,3,NA,5,NA,10,"초년"
"4392","여",2017,1,NA,5,NA,4,"초년"
"4393","남",1937,4,NA,5,NA,84,"노년"
"4394","여",1942,3,NA,5,NA,79,"노년"
"4395","남",1940,5,NA,5,NA,81,"노년"
"4396","여",1942,3,NA,5,NA,79,"노년"
"4397","남",1978,7,392,5,308,43,"중년"
"4398","여",1981,6,930,5,206,40,"중년"
"4399","남",2009,3,NA,5,NA,12,"초년"
"4400","남",2012,3,NA,5,NA,9,"초년"
"4401","남",1934,7,NA,5,NA,87,"노년"
"4402","여",1934,5,NA,5,NA,87,"노년"
"4403","남",1946,3,NA,5,NA,75,"노년"
"4404","여",1958,3,941,5,206,63,"노년"
"4405","남",1976,5,874,5,NA,45,"중년"
"4406","여",1977,5,510,5,150,44,"중년"
"4407","여",2006,4,NA,5,NA,15,"초년"
"4408","여",2008,3,NA,5,NA,13,"초년"
"4409","여",2011,3,NA,5,NA,10,"초년"
"4410","남",2014,1,NA,5,NA,7,"초년"
"4411","남",1949,5,941,5,205,72,"노년"
"4412","여",1951,4,NA,5,NA,70,"노년"
"4413","남",1973,7,NA,5,NA,48,"중년"
"4414","여",1932,2,NA,5,NA,89,"노년"
"4415","남",1970,7,132,5,750,51,"노년"
"4416","여",1974,6,NA,5,NA,47,"중년"
"4417","남",2003,5,NA,5,NA,18,"초년"
"4418","여",2007,3,NA,5,NA,14,"초년"
"4419","남",1943,5,NA,5,NA,78,"노년"
"4420","여",1946,4,NA,5,NA,75,"노년"
"4421","남",1935,7,NA,5,NA,86,"노년"
"4422","여",1938,4,NA,5,NA,83,"노년"
"4423","여",1953,3,952,5,50,68,"노년"
"4424","남",1980,6,910,5,75,41,"중년"
"4425","여",1994,5,313,5,220,27,"초년"
"4426","남",1985,5,854,5,350,36,"중년"
"4427","여",2013,1,NA,5,NA,8,"초년"
"4428","남",2015,1,NA,5,NA,6,"초년"
"4429","여",1967,4,421,5,217,54,"노년"
"4430","여",1996,7,NA,5,NA,25,"초년"
"4431","남",1976,7,149,5,278,45,"중년"
"4432","여",1976,6,311,5,444,45,"중년"
"4433","여",2010,3,NA,5,NA,11,"초년"
"4434","남",1975,8,510,5,781,46,"중년"
"4435","여",1974,7,311,5,449,47,"중년"
"4436","남",2004,5,NA,5,NA,17,"초년"
"4437","남",2005,4,NA,5,NA,16,"초년"
"4438","남",1943,5,611,5,NA,78,"노년"
"4439","남",1940,4,NA,5,NA,81,"노년"
"4440","여",1944,3,153,5,27,77,"노년"
"4441","남",1972,7,135,5,289,49,"중년"
"4442","여",1976,7,999,5,201,45,"중년"
"4443","여",2006,4,NA,5,NA,15,"초년"
"4444","남",2009,3,NA,5,NA,12,"초년"
"4445","남",1973,8,247,5,323,48,"중년"
"4446","여",1974,7,133,5,100,47,"중년"
"4447","여",2005,4,NA,5,NA,16,"초년"
"4448","여",2007,3,NA,5,NA,14,"초년"
"4449","여",2009,3,NA,5,NA,12,"초년"
"4450","남",1972,7,152,6,540,49,"중년"
"4451","여",1975,7,259,6,NA,46,"중년"
"4452","남",2001,5,NA,6,NA,20,"초년"
"4453","여",2006,4,NA,6,NA,15,"초년"
"4454","여",1943,3,421,2,80,78,"노년"
"4455","여",1959,5,NA,5,NA,62,"노년"
"4456","남",1979,6,235,5,240,42,"중년"
"4457","여",1979,6,312,5,174,42,"중년"
"4458","남",2003,5,NA,5,NA,18,"초년"
"4459","여",2011,3,NA,5,NA,10,"초년"
"4460","남",1977,5,832,5,548,44,"중년"
"4461","여",1979,6,510,5,333,42,"중년"
"4462","여",2007,3,NA,5,NA,14,"초년"
"4463","여",2015,1,NA,5,NA,6,"초년"
"4464","남",1936,5,NA,5,NA,85,"노년"
"4465","여",1936,3,941,5,27,85,"노년"
"4466","남",1938,5,NA,5,NA,83,"노년"
"4467","여",1939,4,442,5,30,82,"노년"
"4468","남",1969,7,159,5,388,52,"노년"
"4469","여",2003,5,NA,5,NA,18,"초년"
"4470","여",1978,7,441,5,NA,43,"중년"
"4471","남",2007,3,NA,5,NA,14,"초년"
"4472","여",1956,5,421,6,204,65,"노년"
"4473","남",1978,6,930,6,486,43,"중년"
"4474","남",1970,6,521,5,328,51,"노년"
"4475","여",1944,2,941,5,27,77,"노년"
"4476","여",2001,5,NA,5,NA,20,"초년"
"4477","남",1955,5,611,5,NA,66,"노년"
"4478","여",1959,5,611,5,NA,62,"노년"
"4479","남",1989,7,611,5,NA,32,"중년"
"4480","여",1985,7,NA,2,NA,36,"중년"
"4481","남",1978,7,312,2,737,43,"중년"
"4482","여",2013,1,NA,2,NA,8,"초년"
"4483","남",2015,1,NA,2,NA,6,"초년"
"4484","여",1991,8,252,6,308,30,"중년"
"4485","여",1943,2,NA,5,NA,78,"노년"
"4486","남",1971,5,510,5,200,50,"중년"
"4487","여",1972,7,313,5,179,49,"중년"
"4488","남",1998,7,NA,5,NA,23,"초년"
"4489","남",2001,7,NA,5,NA,20,"초년"
"4490","남",1953,5,942,5,220,68,"노년"
"4491","여",1958,5,NA,5,NA,63,"노년"
"4492","여",1984,7,252,5,403,37,"중년"
"4493","여",1982,8,NA,5,NA,39,"중년"
"4494","남",1981,7,320,5,608,40,"중년"
"4495","여",2018,1,NA,5,NA,3,"초년"
"4496","남",1980,6,510,5,333,41,"중년"
"4497","여",1977,6,NA,5,NA,44,"중년"
"4498","여",2011,3,NA,5,NA,10,"초년"
"4499","여",2014,1,NA,5,NA,7,"초년"
"4500","여",1949,5,NA,5,NA,72,"노년"
"4501","남",1937,3,NA,5,NA,84,"노년"
"4502","여",1942,3,NA,5,NA,79,"노년"
"4503","남",1960,5,873,5,110,61,"노년"
"4504","여",1958,5,951,5,210,63,"노년"
"4505","여",1982,7,159,5,NA,39,"중년"
"4506","남",1978,7,245,5,472,43,"중년"
"4507","남",2011,3,NA,5,NA,10,"초년"
"4508","여",2014,1,NA,5,NA,7,"초년"
"4509","남",1968,5,442,5,NA,53,"노년"
"4510","여",1973,5,320,5,411,48,"중년"
"4511","여",2003,5,NA,5,NA,18,"초년"
"4512","여",1932,2,NA,5,NA,89,"노년"
"4513","여",2006,4,NA,5,NA,15,"초년"
"4514","남",2010,3,NA,5,NA,11,"초년"
"4515","여",1961,7,421,5,110,60,"노년"
"4516","여",2004,4,NA,5,NA,17,"초년"
"4517","남",1965,5,NA,5,NA,56,"노년"
"4518","여",1938,3,NA,5,NA,83,"노년"
"4519","여",1985,6,NA,5,NA,36,"중년"
"4520","남",1983,5,899,5,330,38,"중년"
"4521","여",2012,3,NA,5,NA,9,"초년"
"4522","여",2018,1,NA,5,NA,3,"초년"
"4523","남",1966,7,311,5,656,55,"노년"
"4524","여",1969,6,243,5,200,52,"노년"
"4525","남",1996,7,999,5,60,25,"초년"
"4526","남",2001,5,NA,5,NA,20,"초년"
"4527","남",1960,4,NA,5,NA,61,"노년"
"4528","남",1992,7,NA,5,NA,29,"초년"
"4529","여",1939,3,NA,5,NA,82,"노년"
"4530","남",1973,5,761,5,333,48,"중년"
"4531","여",1973,5,NA,5,NA,48,"중년"
"4532","여",2003,5,NA,5,NA,18,"초년"
"4533","남",2008,3,NA,5,NA,13,"초년"
"4534","남",1939,3,999,5,27,82,"노년"
"4535","남",1939,2,NA,5,NA,82,"노년"
"4536","여",1944,2,941,5,27,77,"노년"
"4537","남",1970,5,892,5,NA,51,"노년"
"4538","여",1975,5,NA,5,NA,46,"중년"
"4539","여",2001,5,NA,5,NA,20,"초년"
"4540","남",1955,3,NA,5,NA,66,"노년"
"4541","여",1945,3,NA,5,NA,76,"노년"
"4542","남",1947,5,NA,5,NA,74,"노년"
"4543","여",1952,4,NA,5,NA,69,"노년"
"4544","남",1961,5,843,5,269,60,"노년"
"4545","여",1989,6,313,5,247,32,"중년"
"4546","남",1962,5,751,5,NA,59,"노년"
"4547","여",1962,5,441,5,204,59,"노년"
"4548","여",1995,7,NA,5,NA,26,"초년"
"4549","남",1983,7,311,5,325,38,"중년"
"4550","여",1985,7,252,5,391,36,"중년"
"4551","여",2014,1,NA,5,NA,7,"초년"
"4552","남",2016,1,NA,5,NA,5,"초년"
"4553","남",1952,4,611,5,NA,69,"노년"
"4554","여",1953,3,NA,5,NA,68,"노년"
"4555","남",1977,5,510,5,NA,44,"중년"
"4556","여",1976,5,429,5,140,45,"중년"
"4557","남",2004,4,NA,5,NA,17,"초년"
"4558","남",2008,3,NA,5,NA,13,"초년"
"4559","남",2010,3,NA,5,NA,11,"초년"
"4560","여",1942,4,NA,5,NA,79,"노년"
"4561","여",1936,2,NA,5,NA,85,"노년"
"4562","남",1948,5,NA,1,NA,73,"노년"
"4563","남",1982,7,320,1,400,39,"중년"
"4564","여",1991,6,320,1,222,30,"중년"
"4565","남",1973,5,141,3,200,48,"중년"
"4566","여",1973,5,951,3,80,48,"중년"
"4567","여",1996,5,442,3,160,25,"초년"
"4568","여",1958,3,NA,5,NA,63,"노년"
"4569","남",1985,4,NA,5,NA,36,"중년"
"4570","남",1971,7,211,5,752,50,"중년"
"4571","여",1972,7,NA,5,NA,49,"중년"
"4572","남",2006,4,NA,5,NA,15,"초년"
"4573","여",2008,3,NA,5,NA,13,"초년"
"4574","남",1969,7,531,5,417,52,"노년"
"4575","여",1968,5,313,5,NA,53,"노년"
"4576","여",1995,7,NA,5,NA,26,"초년"
"4577","남",1997,7,NA,5,NA,24,"초년"
"4578","남",1965,6,151,5,NA,56,"노년"
"4579","여",1968,5,510,5,583,53,"노년"
"4580","여",1992,6,399,5,250,29,"초년"
"4581","남",2000,5,NA,5,NA,21,"초년"
"4582","남",1964,7,510,5,350,57,"노년"
"4583","여",1969,6,259,5,190,52,"노년"
"4584","남",1971,7,132,5,1083,50,"중년"
"4585","여",1973,6,532,5,204,48,"중년"
"4586","남",1997,7,NA,5,NA,24,"초년"
"4587","여",2001,5,NA,5,NA,20,"초년"
"4588","남",1967,7,141,5,636,54,"노년"
"4589","여",1971,7,952,5,158,50,"중년"
"4590","여",1997,7,NA,5,NA,24,"초년"
"4591","여",2000,7,NA,5,NA,21,"초년"
"4592","남",1965,4,930,5,266,56,"노년"
"4593","여",1967,5,NA,5,NA,54,"노년"
"4594","남",1996,5,NA,5,NA,25,"초년"
"4595","남",1974,7,411,3,600,47,"중년"
"4596","여",1977,6,NA,3,NA,44,"중년"
"4597","여",2007,3,NA,3,NA,14,"초년"
"4598","남",2015,1,NA,3,NA,6,"초년"
"4599","여",2015,1,NA,3,NA,6,"초년"
"4600","남",1965,7,231,3,417,56,"노년"
"4601","여",1967,7,NA,3,NA,54,"노년"
"4602","여",1992,7,431,3,333,29,"초년"
"4603","남",1994,7,141,3,166,27,"초년"
"4604","남",2013,1,NA,3,NA,8,"초년"
"4605","남",1936,5,NA,3,NA,85,"노년"
"4606","여",1942,3,NA,3,NA,79,"노년"
"4607","남",1969,5,783,3,NA,52,"노년"
"4608","여",1973,5,421,3,87,48,"중년"
"4609","남",1999,7,NA,3,NA,22,"초년"
"4610","여",2007,3,NA,3,NA,14,"초년"
"4611","남",1951,5,NA,3,NA,70,"노년"
"4612","남",1989,5,314,3,210,32,"중년"
"4613","남",1983,5,441,3,NA,38,"중년"
"4614","남",1955,5,521,3,NA,66,"노년"
"4615","여",1954,7,NA,3,NA,67,"노년"
"4616","여",1981,7,399,3,250,40,"중년"
"4617","남",1979,5,854,3,458,42,"중년"
"4618","여",1979,6,243,3,210,42,"중년"
"4619","남",2007,3,NA,3,NA,14,"초년"
"4620","남",2011,3,NA,3,NA,10,"초년"
"4621","남",2014,1,NA,3,NA,7,"초년"
"4622","남",1976,5,232,3,1016,45,"중년"
"4623","여",1980,7,NA,3,NA,41,"중년"
"4624","여",1962,6,NA,3,NA,59,"노년"
"4625","여",1992,8,399,3,333,29,"초년"
"4626","여",2000,7,NA,3,NA,21,"초년"
"4627","여",1958,3,941,3,200,63,"노년"
"4628","남",1974,5,743,3,700,47,"중년"
"4629","여",1979,7,NA,3,NA,42,"중년"
"4630","남",2008,3,NA,3,NA,13,"초년"
"4631","여",1959,5,421,3,100,62,"노년"
"4632","여",1985,7,259,3,208,36,"중년"
"4633","남",1960,5,854,3,1000,61,"노년"
"4634","여",1965,4,NA,3,NA,56,"노년"
"4635","남",1988,7,799,3,250,33,"중년"
"4636","남",1949,4,611,3,NA,72,"노년"
"4637","여",1954,4,611,3,NA,67,"노년"
"4638","남",1987,6,999,3,200,34,"중년"
"4639","남",1959,5,874,1,NA,62,"노년"
"4640","여",1966,4,NA,1,NA,55,"노년"
"4641","여",1988,6,314,1,250,33,"중년"
"4642","남",1960,4,873,3,NA,61,"노년"
"4643","여",1964,4,441,3,270,57,"노년"
"4644","남",1988,6,864,3,360,33,"중년"
"4645","남",1992,6,799,3,600,29,"초년"
"4646","여",1936,3,NA,3,NA,85,"노년"
"4647","남",1937,3,NA,4,NA,84,"노년"
"4648","여",1958,5,510,3,300,63,"노년"
"4649","남",1987,7,235,3,350,34,"중년"
"4650","남",1985,7,233,3,433,36,"중년"
"4651","남",1945,3,NA,3,NA,76,"노년"
"4652","여",1950,3,NA,3,NA,71,"노년"
"4653","남",1978,6,312,3,690,43,"중년"
"4654","여",1978,6,247,3,223,43,"중년"
"4655","남",2008,3,NA,3,NA,13,"초년"
"4656","남",2010,3,NA,3,NA,11,"초년"
"4657","여",2012,3,NA,3,NA,9,"초년"
"4658","여",1940,2,NA,3,NA,81,"노년"
"4659","남",1964,5,NA,3,NA,57,"노년"
"4660","여",1982,4,930,3,180,39,"중년"
"4661","남",2005,4,NA,3,NA,16,"초년"
"4662","여",1950,4,421,3,220,71,"노년"
"4663","남",1949,4,NA,3,NA,72,"노년"
"4664","남",1974,3,NA,3,NA,47,"중년"
"4665","남",1963,7,153,3,NA,58,"노년"
"4666","여",1941,3,999,3,NA,80,"노년"
"4667","여",1975,5,NA,3,NA,46,"중년"
"4668","여",1971,5,432,3,NA,50,"중년"
"4669","여",1967,5,NA,1,NA,54,"노년"
"4670","여",1994,7,NA,1,NA,27,"초년"
"4671","여",1937,3,952,3,30,84,"노년"
"4672","여",1957,3,952,3,180,64,"노년"
"4673","여",1983,5,422,3,NA,38,"중년"
"4674","남",1983,6,311,3,346,38,"중년"
"4675","여",2012,3,NA,3,NA,9,"초년"
"4676","남",1985,7,252,4,412,36,"중년"
"4677","남",1953,5,873,3,NA,68,"노년"
"4678","여",1959,4,999,3,80,62,"노년"
"4679","여",1984,7,288,3,180,37,"중년"
"4680","남",1986,7,999,3,150,35,"중년"
"4681","남",1986,7,999,3,150,35,"중년"
"4682","여",1937,2,NA,3,NA,84,"노년"
"4683","여",1946,2,NA,3,NA,75,"노년"
"4684","남",1934,3,NA,3,NA,87,"노년"
"4685","여",1986,6,244,3,217,35,"중년"
"4686","여",1988,6,864,3,160,33,"중년"
"4687","남",1955,5,NA,3,NA,66,"노년"
"4688","남",1944,4,NA,3,NA,77,"노년"
"4689","여",1945,4,NA,3,NA,76,"노년"
"4690","남",1989,6,NA,3,NA,32,"중년"
"4691","여",1972,5,248,3,NA,49,"중년"
"4692","남",1970,5,510,3,667,51,"노년"
"4693","여",2001,5,NA,3,NA,20,"초년"
"4694","여",1936,4,442,3,NA,85,"노년"
"4695","여",1957,4,999,3,NA,64,"노년"
"4696","남",1949,3,999,3,NA,72,"노년"
"4697","여",1960,4,NA,3,NA,61,"노년"
"4698","남",1951,4,NA,3,NA,70,"노년"
"4699","여",1954,3,NA,3,NA,67,"노년"
"4700","남",1979,6,874,3,NA,42,"중년"
"4701","여",1982,5,NA,3,NA,39,"중년"
"4702","여",2007,3,NA,3,NA,14,"초년"
"4703","여",2010,3,NA,3,NA,11,"초년"
"4704","여",1939,2,NA,3,NA,82,"노년"
"4705","남",1961,4,NA,3,NA,60,"노년"
"4706","여",1935,2,NA,3,NA,86,"노년"
"4707","여",1934,3,NA,3,NA,87,"노년"
"4708","여",1950,5,429,3,300,71,"노년"
"4709","남",1937,4,NA,3,NA,84,"노년"
"4710","남",1952,4,NA,3,NA,69,"노년"
"4711","여",1955,4,NA,3,NA,66,"노년"
"4712","남",1972,5,312,3,427,49,"중년"
"4713","여",1974,5,952,3,120,47,"중년"
"4714","남",2001,7,NA,3,NA,20,"초년"
"4715","남",1959,5,743,3,310,62,"노년"
"4716","여",1962,5,NA,3,NA,59,"노년"
"4717","남",1994,5,281,3,83,27,"초년"
"4718","남",1963,7,NA,3,NA,58,"노년"
"4719","여",1962,7,312,3,642,59,"노년"
"4720","남",1991,7,NA,3,NA,30,"중년"
"4721","여",1995,7,243,2,341,26,"초년"
"4722","남",1961,5,921,3,833,60,"노년"
"4723","여",1965,5,NA,3,NA,56,"노년"
"4724","남",1992,7,NA,3,NA,29,"초년"
"4725","남",1959,3,743,3,579,62,"노년"
"4726","여",1965,3,NA,3,NA,56,"노년"
"4727","여",1991,7,314,3,235,30,"중년"
"4728","여",1989,7,312,1,376,32,"중년"
"4729","남",1953,3,141,4,210,68,"노년"
"4730","여",1958,3,NA,4,NA,63,"노년"
"4731","남",1982,7,743,4,210,39,"중년"
"4732","남",1955,5,NA,3,NA,66,"노년"
"4733","여",1957,4,441,3,130,64,"노년"
"4734","여",1982,6,312,3,405,39,"중년"
"4735","남",1982,7,313,3,455,39,"중년"
"4736","여",2011,3,NA,3,NA,10,"초년"
"4737","남",2014,1,NA,3,NA,7,"초년"
"4738","남",2016,1,NA,3,NA,5,"초년"
"4739","여",1954,3,NA,3,NA,67,"노년"
"4740","여",1949,3,NA,4,NA,72,"노년"
"4741","남",1948,3,NA,3,NA,73,"노년"
"4742","여",1950,3,NA,3,NA,71,"노년"
"4743","남",1976,7,239,3,458,45,"중년"
"4744","여",1978,8,253,3,216,43,"중년"
"4745","여",2012,3,NA,3,NA,9,"초년"
"4746","여",2013,1,NA,3,NA,8,"초년"
"4747","여",2018,1,NA,3,NA,3,"초년"
"4748","여",1982,6,522,3,833,39,"중년"
"4749","남",1980,7,522,3,417,41,"중년"
"4750","여",2008,3,NA,3,NA,13,"초년"
"4751","남",2015,1,NA,3,NA,6,"초년"
"4752","남",1974,5,510,3,370,47,"중년"
"4753","여",1973,5,NA,3,NA,48,"중년"
"4754","여",2001,5,NA,3,NA,20,"초년"
"4755","남",2005,4,NA,3,NA,16,"초년"
"4756","남",1940,5,NA,3,NA,81,"노년"
"4757","여",1944,4,NA,3,NA,77,"노년"
"4758","남",1969,5,159,3,200,52,"노년"
"4759","여",1972,5,999,3,80,49,"중년"
"4760","여",2000,7,999,3,40,21,"초년"
"4761","남",2009,3,NA,3,NA,12,"초년"
"4762","남",1957,5,NA,3,NA,64,"노년"
"4763","남",1985,7,NA,3,NA,36,"중년"
"4764","남",1976,7,411,3,469,45,"중년"
"4765","여",1976,7,259,3,110,45,"중년"
"4766","여",2004,4,NA,3,NA,17,"초년"
"4767","남",2012,3,NA,3,NA,9,"초년"
"4768","남",1972,5,874,3,583,49,"중년"
"4769","여",1972,5,NA,3,NA,49,"중년"
"4770","남",2000,6,NA,3,NA,21,"초년"
"4771","여",1949,4,941,3,36,72,"노년"
"4772","남",1975,7,231,3,800,46,"중년"
"4773","여",1978,6,NA,3,NA,43,"중년"
"4774","남",2006,4,NA,3,NA,15,"초년"
"4775","여",2007,3,NA,3,NA,14,"초년"
"4776","여",1966,4,NA,3,NA,55,"노년"
"4777","남",1989,7,442,3,120,32,"중년"
"4778","여",1987,7,NA,3,NA,34,"중년"
"4779","남",1989,7,312,3,542,32,"중년"
"4780","여",2015,1,NA,3,NA,6,"초년"
"4781","남",1973,5,753,3,500,48,"중년"
"4782","여",1974,5,521,3,NA,47,"중년"
"4783","여",2001,5,NA,3,NA,20,"초년"
"4784","남",2004,4,NA,3,NA,17,"초년"
"4785","남",1970,8,312,3,838,51,"노년"
"4786","여",1975,6,NA,3,NA,46,"중년"
"4787","여",2003,5,NA,3,NA,18,"초년"
"4788","남",2007,3,NA,3,NA,14,"초년"
"4789","남",1969,8,312,3,347,52,"노년"
"4790","여",1975,7,NA,3,NA,46,"중년"
"4791","여",2001,5,NA,3,NA,20,"초년"
"4792","남",2004,4,NA,3,NA,17,"초년"
"4793","여",2007,3,NA,3,NA,14,"초년"
"4794","남",1962,5,312,3,833,59,"노년"
"4795","여",1964,5,NA,3,NA,57,"노년"
"4796","여",1989,7,252,2,210,32,"중년"
"4797","남",1986,7,111,2,240,35,"중년"
"4798","여",2017,1,NA,2,NA,4,"초년"
"4799","여",1994,7,286,1,341,27,"초년"
"4800","남",1963,5,312,3,750,58,"노년"
"4801","여",1967,5,399,3,140,54,"노년"
"4802","남",1995,7,NA,3,NA,26,"초년"
"4803","남",1991,7,313,2,458,30,"중년"
"4804","남",1967,7,235,3,1000,54,"노년"
"4805","여",1970,7,421,3,186,51,"노년"
"4806","여",2002,5,NA,3,NA,19,"초년"
"4807","남",1960,5,753,4,1050,61,"노년"
"4808","여",1961,5,611,4,NA,60,"노년"
"4809","여",1985,7,252,3,333,36,"중년"
"4810","남",1980,7,312,3,483,41,"중년"
"4811","여",2013,1,NA,3,NA,8,"초년"
"4812","여",2014,1,NA,3,NA,7,"초년"
"4813","남",1974,6,139,3,310,47,"중년"
"4814","여",1976,5,855,3,210,45,"중년"
"4815","남",2003,5,NA,3,NA,18,"초년"
"4816","남",2005,4,NA,3,NA,16,"초년"
"4817","남",2012,3,NA,3,NA,9,"초년"
"4818","남",1962,5,741,3,833,59,"노년"
"4819","여",1964,5,441,3,233,57,"노년"
"4820","남",1994,6,831,3,200,27,"초년"
"4821","남",1963,5,841,3,758,58,"노년"
"4822","여",1967,5,441,3,191,54,"노년"
"4823","여",1995,7,273,3,170,26,"초년"
"4824","남",1969,5,841,3,841,52,"노년"
"4825","여",1971,5,NA,3,NA,50,"중년"
"4826","여",1998,7,NA,3,NA,23,"초년"
"4827","남",2000,7,NA,3,NA,21,"초년"
"4828","남",1962,6,141,3,925,59,"노년"
"4829","여",1962,5,NA,3,NA,59,"노년"
"4830","여",1988,7,NA,3,NA,33,"중년"
"4831","남",1991,8,211,5,263,30,"중년"
"4832","남",1974,5,841,3,817,47,"중년"
"4833","여",1978,6,NA,3,NA,43,"중년"
"4834","여",2005,4,NA,3,NA,16,"초년"
"4835","남",2006,4,NA,3,NA,15,"초년"
"4836","남",1952,4,841,3,288,69,"노년"
"4837","여",1957,4,NA,3,NA,64,"노년"
"4838","남",1963,6,236,3,1041,58,"노년"
"4839","여",1964,5,442,3,NA,57,"노년"
"4840","여",1995,6,429,3,188,26,"초년"
"4841","남",1988,7,399,3,350,33,"중년"
"4842","여",1988,7,320,3,416,33,"중년"
"4843","여",2016,1,NA,3,NA,5,"초년"
"4844","여",2019,1,NA,3,NA,2,"초년"
"4845","여",1948,4,NA,3,NA,73,"노년"
"4846","남",1961,4,236,3,783,60,"노년"
"4847","여",1963,3,721,3,175,58,"노년"
"4848","남",1990,7,710,2,232,31,"중년"
"4849","여",1989,8,NA,2,NA,32,"중년"
"4850","여",2018,1,NA,2,NA,3,"초년"
"4851","여",1985,7,231,1,217,36,"중년"
"4852","남",1961,5,742,3,675,60,"노년"
"4853","여",1959,5,611,3,NA,62,"노년"
"4854","여",1992,7,392,3,200,29,"초년"
"4855","남",1980,6,NA,3,NA,41,"중년"
"4856","여",1981,6,510,3,30,40,"중년"
"4857","남",2011,3,NA,3,NA,10,"초년"
"4858","남",2013,1,NA,3,NA,8,"초년"
"4859","남",1952,3,910,3,180,69,"노년"
"4860","여",1956,4,941,3,128,65,"노년"
"4861","남",1983,6,510,3,230,38,"중년"
"4862","여",1935,3,NA,3,NA,86,"노년"
"4863","여",1950,4,951,3,40,71,"노년"
"4864","남",1955,3,NA,3,NA,66,"노년"
"4865","남",1959,5,873,3,NA,62,"노년"
"4866","여",1963,5,247,3,200,58,"노년"
"4867","남",1991,7,412,3,350,30,"중년"
"4868","남",1958,5,NA,3,NA,63,"노년"
"4869","여",1963,5,NA,3,NA,58,"노년"
"4870","남",1993,7,930,3,156,28,"초년"
"4871","남",1955,5,611,3,NA,66,"노년"
"4872","여",1958,5,521,3,NA,63,"노년"
"4873","남",1983,7,320,3,413,38,"중년"
"4874","여",1985,6,NA,3,NA,36,"중년"
"4875","남",2017,1,NA,3,NA,4,"초년"
"4876","남",1939,2,NA,3,NA,82,"노년"
"4877","여",1941,2,NA,3,NA,80,"노년"
"4878","남",1945,4,NA,3,NA,76,"노년"
"4879","여",1948,3,NA,3,NA,73,"노년"
"4880","남",1962,5,753,3,1093,59,"노년"
"4881","여",1964,5,274,3,250,57,"노년"
"4882","여",1941,3,NA,3,NA,80,"노년"
"4883","여",1930,2,NA,3,NA,91,"노년"
"4884","남",1948,4,611,3,NA,73,"노년"
"4885","여",1953,3,611,3,NA,68,"노년"
"4886","남",1975,6,312,4,347,46,"중년"
"4887","여",1980,6,NA,4,NA,41,"중년"
"4888","남",2009,3,NA,4,NA,12,"초년"
"4889","남",2011,3,NA,4,NA,10,"초년"
"4890","남",2013,1,NA,4,NA,8,"초년"
"4891","남",1944,3,941,3,46,77,"노년"
"4892","여",1952,3,NA,3,NA,69,"노년"
"4893","여",1963,4,951,3,NA,58,"노년"
"4894","남",1957,5,941,3,180,64,"노년"
"4895","남",1989,6,899,3,202,32,"중년"
"4896","남",1963,4,873,3,NA,58,"노년"
